tables,as,as_label,Pull Request/Issue,parents_as,parents_as_label,references
skeleton,https://purl.org/ccf/ASCTB-TEMP_scapular-spine-of-scapula,scapular spine of scapula,,http://purl.org/sig/ont/fma/fma43960,Second plantar metatarsal artery,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sella-turcica-of-sphenoid-bone,sella turcica of sphenoid bone,,http://purl.org/sig/ont/fma/fma20966,Prostatic part of inferior vesical artery,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_shaft-of-first-distal-phalanx-of-hand,shaft of first distal phalanx of hand,,UBERON:0004338,proximal phalanx of manual digit 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_shaft-of-first-proximal-phalanx-of-hand,shaft of first proximal phalanx of hand,,UBERON:0001423,radius bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_shaft-of-radius-of-radius,shaft of radius of radius,,UBERON:0001424,ulna,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_shaft-of-ulna-of-ulna,shaft of ulna of ulna,,"UBERON:0001250, https://purl.org/ccf/ASCTB-TEMP_non-penicillar-arteriole-of-spleen, UBERON:0005353","red pulp of spleen, non-penicillar arteriole of spleen, spleen perifollicular zone","https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_soleal-line-of-tibia,soleal line of tibia,,UBERON:0000979,tibia,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sphenoid-sinus-of-sphenoid-bone,sphenoid sinus of sphenoid bone,,UBERON:0001677,sphenoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_spinous-process-of-first-cervical-vertebra,spinous process of first cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_spinous-process-of-second-cervical-vertebra,spinous process of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-angle-of-sternum,sternal angle of sternum,,UBERON:0000975,sternum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-body-of-sternum,sternal body of sternum,,UBERON:0000975,sternum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-eighth-rib,sternal end of eighth rib,,UBERON:0010757,rib 8,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-eleventh-rib,sternal end of eleventh rib,,UBERON:0004610,rib 11,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-fifth-rib,sternal end of fifth rib,,UBERON:0004605,rib 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-first-rib,sternal end of first rib,,UBERON:0004601,rib 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-fourth-rib,sternal end of fourth rib,,UBERON:0004604,rib 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-ninth-rib,sternal end of ninth rib,,UBERON:0004608,rib 9,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-second-rib,sternal end of second rib,,UBERON:0004602,rib 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-seventh-rib,sternal end of seventh rib,,UBERON:0004607,rib 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-sixth-rib,sternal end of sixth rib,,UBERON:0004606,rib 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-tenth-rib,sternal end of tenth rib,,UBERON:0004609,rib 10,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-third-rib,sternal end of third rib,,UBERON:0004603,rib 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-twelfth-rib,sternal end of twelfth rib,,UBERON:0004611,rib 12,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sternal-region-bone,sternal region bone,,UBERON:0014477,thoracic skeleton,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_styloid-process-of-petrous-part-of-temporal-bone,styloid process of petrous part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_stylomastoid-foramen-of-petrous-part-of-temporal-bone,stylomastoid foramen of petrous part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sublingual-fossa-of-mandible,sublingual fossa of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_submandibular-fossa-of-mandible,submandibular fossa of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_subscapular-fossa-of-scapula,subscapular fossa of scapula,,UBERON:0006849,scapula,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_supercilary-arch-of-frontal-bone,supercilary arch of frontal bone,,UBERON:0000209,tetrapod frontal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-eighth-thoracic-vertebra,superior articular facet of eighth thoracic vertebra,,UBERON:0011050,thoracic vertebra 8,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-eleventh-thoracic-vertebra,superior articular facet of eleventh thoracic vertebra,,UBERON:0004635,thoracic vertebra 11,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-fifth-cervical-vertebra,superior articular facet of fifth cervical vertebra,,UBERON:0004614,mammalian cervical vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-fifth-lumbar-vertebra,superior articular facet of fifth lumbar vertebra,,UBERON:0004621,lumbar vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-fifth-thoracic-vertebra,superior articular facet of fifth thoracic vertebra,,UBERON:0004630,thoracic vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-first-cervical-vertebra,superior articular facet of first cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-first-lumbar-vertebra,superior articular facet of first lumbar vertebra,,UBERON:0004617,lumbar vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-first-thoracic-vertebra,superior articular facet of first thoracic vertebra,,UBERON:0004626,thoracic vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-fourth-cervical-vertebra,superior articular facet of fourth cervical vertebra,,UBERON:0004613,mammalian cervical vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-fourth-lumbar-vertebra,superior articular facet of fourth lumbar vertebra,,UBERON:0004620,lumbar vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-fourth-thoracic-vertebra,superior articular facet of fourth thoracic vertebra,,UBERON:0004629,thoracic vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-ninth-thoracic-vertebra,superior articular facet of ninth thoracic vertebra,,UBERON:0004633,thoracic vertebra 9,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-second-cervical-vertebra,superior articular facet of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-second-lumbar-vertebra,superior articular facet of second lumbar vertebra,,UBERON:0004618,lumbar vertebra 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-second-thoracic-vertebra,superior articular facet of second thoracic vertebra,,UBERON:0004627,thoracic vertebra 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-seventh-cervical-vertebra,superior articular facet of seventh cervical vertebra,,UBERON:0004616,mammalian cervical vertebra 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-seventh-thoracic-vertebra,superior articular facet of seventh thoracic vertebra,,UBERON:0004632,thoracic vertebra 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-sixth-cervical-vertebra,superior articular facet of sixth cervical vertebra,,UBERON:0004615,mammalian cervical vertebra 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-sixth-thoracic-vertebra,superior articular facet of sixth thoracic vertebra,,UBERON:0004631,thoracic vertebra 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-tenth-thoracic-vertebra,superior articular facet of tenth thoracic vertebra,,UBERON:0004634,thoracic vertebra 10,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-third-cervical-vertebra,superior articular facet of third cervical vertebra,,UBERON:0004612,mammalian cervical vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-third-lumbar-vertebra,superior articular facet of third lumbar vertebra,,UBERON:0004619,lumbar vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-third-thoracic-vertebra,superior articular facet of third thoracic vertebra,,UBERON:0004628,thoracic vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-twelfth-thoracic-vertebra,superior articular facet of twelfth thoracic vertebra,,UBERON:0004636,thoracic vertebra 12,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-process-of-first-cervical-vertebra,superior articular process of first cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-articular-process-of-second-cervical-vertebra,superior articular process of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-costal-facet-of-eleventh-thoracic-vertebra,superior costal facet of eleventh thoracic vertebra,,UBERON:0004635,thoracic vertebra 11,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-mental-spine-of-mandible,superior mental spine of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-nasal-concha-of-ethmoid-bone,superior nasal concha of ethmoid bone,,UBERON:0001679,ethmoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-nuchal-line-of-squamous-part-of-occipital-bone,superior nuchal line of squamous part of occipital bone,,UBERON:0001676,occipital bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-orbital-fissure-of-sphenoid-bone,superior orbital fissure of sphenoid bone,,UBERON:0001677,sphenoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-pubic-ramus-of-pubis-of-os-coxa,superior pubic ramus of pubis of os coxa,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-vertebral-notch-of-first-cervical-vertebra,superior vertebral notch of first cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_superior-vertebral-notch-of-second-cervical-vertebra,superior vertebral notch of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_supinator-fossa-of-ulna,supinator fossa of ulna,,UBERON:0001424,ulna,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_supraglenoid-tubercle-of-scapula,supraglenoid tubercle of scapula,,UBERON:0006849,scapula,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_supramastoid-crest-of-squamous-part-of-temporal-bone,supramastoid crest of squamous part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_supraorbital-notch-or-foramen-of-frontal-bone,supraorbital notch or foramen of frontal bone,,UBERON:0000209,tetrapod frontal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_supraspinous-fossa-of-scapula,supraspinous fossa of scapula,,UBERON:0006849,scapula,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sustentaculum-tali-of-calcaneus,sustentaculum tali of calcaneus,,UBERON:0001450,calcaneus,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_temporal-fossa-of-parietal-bone,temporal fossa of parietal bone,,UBERON:0000210,tetrapod parietal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_tibial-plateau-of-tibia,tibial plateau of tibia,,UBERON:0000979,tibia,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_tibial-tuberosity-of-tibia,tibial tuberosity of tibia,,UBERON:0000979,tibia,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-eighth-thoracic-vertebra,transverse costal facet of eighth thoracic vertebra,,UBERON:0011050,thoracic vertebra 8,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-eleventh-thoracic-vertebra,transverse costal facet of eleventh thoracic vertebra,,UBERON:0004635,thoracic vertebra 11,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-fifth-thoracic-vertebra,transverse costal facet of fifth thoracic vertebra,,UBERON:0004630,thoracic vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-first-thoracic-vertebra,transverse costal facet of first thoracic vertebra,,UBERON:0004626,thoracic vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-fourth-thoracic-vertebra,transverse costal facet of fourth thoracic vertebra,,UBERON:0004629,thoracic vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-ninth-thoracic-vertebra,transverse costal facet of ninth thoracic vertebra,,UBERON:0004633,thoracic vertebra 9,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-second-thoracic-vertebra,transverse costal facet of second thoracic vertebra,,UBERON:0004627,thoracic vertebra 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-seventh-thoracic-vertebra,transverse costal facet of seventh thoracic vertebra,,UBERON:0004632,thoracic vertebra 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-sixth-thoracic-vertebra,transverse costal facet of sixth thoracic vertebra,,UBERON:0004631,thoracic vertebra 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-tenth-thoracic-vertebra,transverse costal facet of tenth thoracic vertebra,,UBERON:0004634,thoracic vertebra 10,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-costal-facet-of-third-thoracic-vertebra,transverse costal facet of third thoracic vertebra,,UBERON:0004628,thoracic vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-foramen-of-first-cervical-vertebra,transverse foramen of first cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-foramen-of-second-cervical-vertebra,transverse foramen of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-process-of-coccyx,transverse process of coccyx,,UBERON:0001350,coccyx,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-process-of-first-cervical-vertebra,transverse process of first cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-process-of-second-cervical-vertebra,transverse process of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_transverse-ridges-of-sternum,transverse ridges of sternum,,UBERON:0000975,sternum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_trigeminal-impression-of-petrous-part-of-temporal-bone,trigeminal impression of petrous part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_trochlear-notch-of-ulna,trochlear notch of ulna,,UBERON:0001424,ulna,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_tuberosity-of-fifth-distal-phalanx-of-hand,tuberosity of fifth distal phalanx of hand,,UBERON:0004314,distal phalanx of manual digit 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_tuberosity-of-first-distal-phalanx-of-hand,tuberosity of first distal phalanx of hand,,UBERON:0004337,distal phalanx of manual digit 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_tuberosity-of-fourth-distal-phalanx-of-hand,tuberosity of fourth distal phalanx of hand,,UBERON:0004313,distal phalanx of manual digit 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_tuberosity-of-second-distal-phalanx-of-hand,tuberosity of second distal phalanx of hand,,UBERON:0004311,distal phalanx of manual digit 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_tuberosity-of-third-distal-phalanx-of-hand,tuberosity of third distal phalanx of hand,,UBERON:0004312,distal phalanx of manual digit 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_tympanic-caniliculus-of-petrous-part-of-temporal-bone,tympanic caniliculus of petrous part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_ulnar-tuberosity-of-ulna,ulnar tuberosity of ulna,,UBERON:0001424,ulna,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebra-prominens-of-seventh-cervical-vertebra,vertebra prominens of seventh cervical vertebra,,UBERON:0004616,mammalian cervical vertebra 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-eighth-thoracic-vertebra,vertebral arch of eighth thoracic vertebra,,UBERON:0011050,thoracic vertebra 8,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-eleventh-thoracic-vertebra,vertebral arch of eleventh thoracic vertebra,,UBERON:0004635,thoracic vertebra 11,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-fifth-cervical-vertebra,vertebral arch of fifth cervical vertebra,,UBERON:0004614,mammalian cervical vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-fifth-lumbar-vertebra,vertebral arch of fifth lumbar vertebra,,UBERON:0004621,lumbar vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-fifth-thoracic-vertebra,vertebral arch of fifth thoracic vertebra,,UBERON:0004630,thoracic vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-first-lumbar-vertebra,vertebral arch of first lumbar vertebra,,UBERON:0004617,lumbar vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-first-thoracic-vertebra,vertebral arch of first thoracic vertebra,,UBERON:0004626,thoracic vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-fourth-cervical-vertebra,vertebral arch of fourth cervical vertebra,,UBERON:0004613,mammalian cervical vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-fourth-lumbar-vertebra,vertebral arch of fourth lumbar vertebra,,UBERON:0004620,lumbar vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-fourth-thoracic-vertebra,vertebral arch of fourth thoracic vertebra,,UBERON:0004629,thoracic vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-ninth-thoracic-vertebra,vertebral arch of ninth thoracic vertebra,,UBERON:0004633,thoracic vertebra 9,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-second-cervical-vertebra,vertebral arch of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-second-lumbar-vertebra,vertebral arch of second lumbar vertebra,,UBERON:0004618,lumbar vertebra 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-second-thoracic-vertebra,vertebral arch of second thoracic vertebra,,UBERON:0004627,thoracic vertebra 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-seventh-cervical-vertebra,vertebral arch of seventh cervical vertebra,,UBERON:0004616,mammalian cervical vertebra 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-seventh-thoracic-vertebra,vertebral arch of seventh thoracic vertebra,,UBERON:0004632,thoracic vertebra 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-sixth-cervical-vertebra,vertebral arch of sixth cervical vertebra,,UBERON:0004615,mammalian cervical vertebra 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-sixth-thoracic-vertebra,vertebral arch of sixth thoracic vertebra,,UBERON:0004631,thoracic vertebra 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-tenth-thoracic-vertebra,vertebral arch of tenth thoracic vertebra,,UBERON:0004634,thoracic vertebra 10,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
